"name","brand","price","discount","update_date","information","id","image","is_published"
"False Ragweed","Guerlain",3033,0.98,1625229174,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",95457352,"http://dummyimage.com/723x602.png/5fa2dd/ffffff",True
"Mekinist","CHANEL",1921,0.25,1647652417,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",40931618,"http://dummyimage.com/713x645.png/5fa2dd/ffffff",True
"Tri-Sprintec","Estee Lauder",3534,0.24,1597478999,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",8188921,"http://dummyimage.com/363x451.png/cc0000/ffffff",True
"Roxalia","Dior",2294,0.87,1626639263,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",95474321,"http://dummyimage.com/400x262.png/ff4444/ffffff",True
"Pain Relief Extra Strength","L'Oreal",4993,0.43,1586682813,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",47664489,"http://dummyimage.com/607x363.png/5fa2dd/ffffff",True
"Equate Naproxen Sodium","Lancome",4065,0.29,1596973440,"Ut at dolor quis odio consequat varius.",96059235,"http://dummyimage.com/385x444.png/cc0000/ffffff",True
"Senna","Clarins",1121,0.67,1625066334,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",98829512,"http://dummyimage.com/681x318.png/ff4444/ffffff",True
"Doxycycline","Maybelline New York",4071,0.06,1581534476,"Morbi quis tortor id nulla ultrices aliquet.",60471148,"http://dummyimage.com/554x461.png/cc0000/ffffff",True
"Medicated Apricot Scrub","Guerlain",4574,0.03,1623822078,"Proin interdum mauris non ligula pellentesque ultrices.",30352760,"http://dummyimage.com/594x499.png/5fa2dd/ffffff",True
"Kiss and Shield Lip Balm","CHANEL",2200,0.69,1635772666,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.",93042968,"http://dummyimage.com/571x705.png/dddddd/000000",True
"Ondansetron Hydrochloride","Estee Lauder",4382,0.95,1599889640,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.",60207481,"http://dummyimage.com/324x589.png/dddddd/000000",True
"CounterAct","Dior",4985,0.23,1606223667,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",62959904,"http://dummyimage.com/499x296.png/5fa2dd/ffffff",True
"Omeprazole","Lancome",2883,0.27,1602865539,"Fusce consequat. Nulla nisl. Nunc nisl.",76176605,"http://dummyimage.com/661x331.png/cc0000/ffffff",True
"MyOmega","Clarins",1232,0.49,1603869140,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",56544927,"http://dummyimage.com/464x637.png/dddddd/000000",True
"Mirapex","Maybelline New York",2027,0.24,1595388521,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",30846913,"http://dummyimage.com/671x280.png/5fa2dd/ffffff",True
"Hydroxyzine Pamoate","Guerlain",598,0.89,1588976826,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",89126196,"http://dummyimage.com/620x403.png/dddddd/000000",True
"Number Four Mold Mixture","CHANEL",2808,0.75,1653894772,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",12481191,"http://dummyimage.com/339x418.png/cc0000/ffffff",True
"Childrens Allergy Relief","Estee Lauder",4992,0.89,1613730989,"Suspendisse potenti.",13297702,"http://dummyimage.com/255x334.png/cc0000/ffffff",True
"Tartar control plus","Dior",4388,0.71,1580389454,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",21097870,"http://dummyimage.com/422x316.png/dddddd/000000",True
"Garnier Fructis Antidandruff","L'Oreal",3215,0.88,1651285588,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",98649576,"http://dummyimage.com/565x397.png/ff4444/ffffff",True
"Childrens Acetaminophen Cherry","Lancome",4953,0.62,1593692024,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",3402697,"http://dummyimage.com/539x459.png/5fa2dd/ffffff",True
"Simvastatin","Clarins",817,0.39,1646078282,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",89428340,"http://dummyimage.com/257x569.png/ff4444/ffffff",True
"Indigestion Complex","Maybelline New York",2795,0.61,1601901176,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",43710937,"http://dummyimage.com/569x713.png/dddddd/000000",True
"Midodrine Hydrochloride","Guerlain",2048,0.65,1587640218,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.",92481053,"http://dummyimage.com/645x447.png/dddddd/000000",True
"WELLBUTRIN XL","CHANEL",2128,0.59,1602459982,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",37714516,"http://dummyimage.com/617x421.png/cc0000/ffffff",True
"Epinephrine","Estee Lauder",4062,0.07,1591798448,"Ut at dolor quis odio consequat varius.",91372454,"http://dummyimage.com/511x750.png/cc0000/ffffff",True
"Citalopram","Dior",3859,0.37,1595986821,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",76847742,"http://dummyimage.com/368x272.png/5fa2dd/ffffff",True
"Indapamide","L'Oreal",3774,0.91,1606528760,"In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.",79738199,"http://dummyimage.com/684x440.png/ff4444/ffffff",True
"ENALAPRIL MALEATE","Lancome",1632,0.26,1583875802,"Phasellus id sapien in sapien iaculis congue.",69783809,"http://dummyimage.com/349x415.png/dddddd/000000",True
"Ibuprofen","Clarins",2674,0.41,1594313490,"Integer a nibh. In quis justo.",58929716,"http://dummyimage.com/717x404.png/cc0000/ffffff",True
"Meclizine","Maybelline New York",1935,0.79,1631895791,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",2481180,"http://dummyimage.com/676x714.png/dddddd/000000",True
"MIRTAZAPINE","Guerlain",4715,0.11,1628777402,"Duis mattis egestas metus. Aenean fermentum.",62668013,"http://dummyimage.com/395x255.png/ff4444/ffffff",True
"SHISEIDO THE MAKEUP PERFECT SMOOTHING COMPACT FOUNDATION (Refill)","CHANEL",2024,0.24,1626064354,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.",83875936,"http://dummyimage.com/462x586.png/ff4444/ffffff",True
"Day time","Estee Lauder",617,0.94,1582252761,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",70848831,"http://dummyimage.com/688x424.png/dddddd/000000",True
"DENBLAN","Dior",629,0.2,1651964878,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",75051051,"http://dummyimage.com/424x656.png/5fa2dd/ffffff",True
"METHOTREXATE","L'Oreal",2869,0.39,1593239701,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",57263902,"http://dummyimage.com/608x717.png/dddddd/000000",True
"Warm Sap Patch","Lancome",4851,0.88,1585015519,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",78158407,"http://dummyimage.com/259x374.png/dddddd/000000",True
"Dial Complete Antibacterial Foaming Hand Wash","Clarins",3851,0.79,1590113745,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",31022314,"http://dummyimage.com/575x405.png/cc0000/ffffff",True
"Potassium Chloride","Maybelline New York",2369,0.39,1606796015,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",75467759,"http://dummyimage.com/537x495.png/cc0000/ffffff",True
"EXOTEN-C","Guerlain",1615,0.53,1595889163,"In hac habitasse platea dictumst.",50801903,"http://dummyimage.com/467x623.png/ff4444/ffffff",True
"CEFTIN","CHANEL",828,0.4,1621927264,"Mauris lacinia sapien quis libero.",60383010,"http://dummyimage.com/346x579.png/5fa2dd/ffffff",True
"ROPINIROLE HYDROCHLORIDE","Estee Lauder",3731,0.24,1636224812,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",68821723,"http://dummyimage.com/560x685.png/cc0000/ffffff",True
"Butalbital, Acetaminophen and Caffeine","Dior",666,0.71,1651829961,"Duis aliquam convallis nunc.",73245294,"http://dummyimage.com/554x590.png/ff4444/ffffff",True
"Skin Eruptions","L'Oreal",4588,0.14,1588002108,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",46748379,"http://dummyimage.com/379x478.png/dddddd/000000",True
"DESPEC","Lancome",4475,0.68,1590628618,"Aenean sit amet justo.",69839907,"http://dummyimage.com/442x638.png/5fa2dd/ffffff",True
"Oxygen","Estee Lauder",2926,0.68,1618300095,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",50046498,"http://dummyimage.com/259x602.png/cc0000/ffffff",True
"HAND AND NATURE SANITIZER","Clarins",1475,0.31,1589360688,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1984577,"http://dummyimage.com/450x416.png/ff4444/ffffff",True
"Molds, Rusts and Smuts, Helminthosporium interseminatum","Maybelline New York",2188,0.73,1634359043,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",898327,"http://dummyimage.com/311x440.png/cc0000/ffffff",True
"Magnesium Chloride","Guerlain",3984,0.47,1647001842,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",34384364,"http://dummyimage.com/709x473.png/dddddd/000000",True
"ABELCET","CHANEL",3128,0.37,1600461279,"Nullam varius. Nulla facilisi.",7747734,"http://dummyimage.com/436x447.png/cc0000/ffffff",True
"Valium","Estee Lauder",4244,0.45,1582238123,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",37716887,"http://dummyimage.com/443x293.png/5fa2dd/ffffff",True
"RYE","Dior",538,0.91,1606768681,"Etiam vel augue.",90293416,"http://dummyimage.com/708x490.png/5fa2dd/ffffff",True
"Satin Pink","L'Oreal",1930,0.98,1599669281,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",10547924,"http://dummyimage.com/479x464.png/dddddd/000000",True
"Citrus Urtica comp. Special Order","Lancome",1868,0.75,1641517562,"Morbi porttitor lorem id ligula.",51523843,"http://dummyimage.com/640x439.png/cc0000/ffffff",True
"CEFADROXIL","Clarins",2967,0.92,1647354482,"Suspendisse potenti.",90985690,"http://dummyimage.com/334x535.png/dddddd/000000",True
"Candesartan Cilexetil and Hydrochlorothiazide","Maybelline New York",343,0.27,1641643888,"Donec semper sapien a libero. Nam dui.",77044750,"http://dummyimage.com/329x682.png/5fa2dd/ffffff",True
"Clonazepam","Guerlain",316,0.25,1634243299,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",7946965,"http://dummyimage.com/708x589.png/ff4444/ffffff",True
"Lamivudine and Zidovudine","CHANEL",3401,0.03,1648406711,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",68342687,"http://dummyimage.com/352x384.png/ff4444/ffffff",True
"Extra Strength Pain Relief Acetaminophen","Estee Lauder",3292,0.17,1593425910,"Donec posuere metus vitae ipsum. Aliquam non mauris.",35647565,"http://dummyimage.com/272x427.png/dddddd/000000",True
"Rizatriptan Benzoate","Dior",553,0.97,1631375491,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",30228865,"http://dummyimage.com/724x354.png/cc0000/ffffff",True
"Anew Rejuvenate","L'Oreal",4365,0.93,1585816128,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",9938088,"http://dummyimage.com/372x311.png/5fa2dd/ffffff",True
"LIPIODOL","Lancome",1312,0.39,1645138553,"Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",77152125,"http://dummyimage.com/633x273.png/5fa2dd/ffffff",True
"LBEL EFFET PARFAIT Spots Reducing Effect Foundation SPF 18 - CLAIRE 3","Clarins",3847,0.93,1581137952,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",95532325,"http://dummyimage.com/504x674.png/cc0000/ffffff",True
"NUVIGIL","Maybelline New York",737,0.69,1624754482,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",38706459,"http://dummyimage.com/674x524.png/5fa2dd/ffffff",True
"Ampicillin and Sulbactam","Guerlain",2271,0.11,1588486035,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.",83381599,"http://dummyimage.com/634x257.png/cc0000/ffffff",True
"Ludent","CHANEL",720,0.14,1610626271,"Sed sagittis.",11476032,"http://dummyimage.com/493x457.png/dddddd/000000",True
"Isopropyl Alcohol","Estee Lauder",2724,0.06,1597047693,"Sed ante. Vivamus tortor. Duis mattis egestas metus.",47690631,"http://dummyimage.com/477x666.png/cc0000/ffffff",True
"Etodolac","Dior",2775,0.39,1641145068,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",25460543,"http://dummyimage.com/425x390.png/5fa2dd/ffffff",True
"Pain Relief","Lancome",1894,0.87,1633404669,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",66127456,"http://dummyimage.com/590x256.png/cc0000/ffffff",True
"Equaline antacid","Maybelline New York",3586,0.19,1590177990,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",60436053,"http://dummyimage.com/709x620.png/ff4444/ffffff",True
"Oxybutynin Chloride","Guerlain",4374,0.79,1578248848,"Ut at dolor quis odio consequat varius. Integer ac leo.",18725779,"http://dummyimage.com/325x725.png/ff4444/ffffff",True
"Metformin hydrochloride","CHANEL",4337,0.97,1626529577,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",74942522,"http://dummyimage.com/419x331.png/cc0000/ffffff",True
"Synthroid","Estee Lauder",2098,0.03,1610269675,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",51477195,"http://dummyimage.com/482x461.png/dddddd/000000",True
"TRAMADOL HYDROCHLORIDE","Dior",576,0.99,1643862781,"Quisque ut erat. Curabitur gravida nisi at nibh.",43758083,"http://dummyimage.com/470x577.png/5fa2dd/ffffff",True
"Oxygen","L'Oreal",1178,0.39,1610873808,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",9253134,"http://dummyimage.com/630x543.png/5fa2dd/ffffff",True
"GenTeal","Lancome",1719,1,1653804684,"Suspendisse potenti.",38220418,"http://dummyimage.com/468x334.png/dddddd/000000",True
"Scape SPF 50 Moisturizing Face","Clarins",1961,0.21,1601399616,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",57100628,"http://dummyimage.com/642x253.png/dddddd/000000",True
"Night Time Original","Maybelline New York",2792,0.56,1633530511,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",31618785,"http://dummyimage.com/589x501.png/dddddd/000000",True
"Homeopathic Stop Smoking Formula","Guerlain",2681,0.67,1656444911,"In quis justo.",57552003,"http://dummyimage.com/450x346.png/5fa2dd/ffffff",True
"Clonazepam","CHANEL",2956,0.17,1654356436,"Etiam faucibus cursus urna.",43880997,"http://dummyimage.com/715x315.png/5fa2dd/ffffff",True
"BUNAVAIL","Estee Lauder",4051,0.59,1629992028,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",21399456,"http://dummyimage.com/312x456.png/ff4444/ffffff",True
"Nitrofurantoin Macrocrystals","Dior",1918,0.03,1653753608,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",14622964,"http://dummyimage.com/624x370.png/ff4444/ffffff",True
"care one pain relief pm","L'Oreal",4030,0.55,1642564298,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.",68488217,"http://dummyimage.com/680x316.png/cc0000/ffffff",True
"Adenosine","Lancome",3448,0.06,1650765848,"Phasellus sit amet erat.",35259731,"http://dummyimage.com/650x339.png/ff4444/ffffff",True
"Sertraline Hydrochloride","Clarins",1442,0.27,1586517066,"In congue.",29687849,"http://dummyimage.com/727x308.png/dddddd/000000",True
"Tizanidine","Maybelline New York",2791,0.81,1600835577,"Suspendisse potenti.",61575044,"http://dummyimage.com/534x503.png/ff4444/ffffff",True
"Tilia Fe","Guerlain",903,0.61,1605432237,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",36472337,"http://dummyimage.com/425x504.png/ff4444/ffffff",True
"Captopril","CHANEL",2948,0.49,1616421041,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",67641339,"http://dummyimage.com/723x451.png/cc0000/ffffff",True
"Ipratropium Bromide","Estee Lauder",3502,0.15,1578736327,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",67451603,"http://dummyimage.com/344x645.png/5fa2dd/ffffff",True
"SNAYTOX HYDROGEL LIP","Dior",3239,0.99,1631202868,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",67069848,"http://dummyimage.com/608x464.png/ff4444/ffffff",True
"Simvastatin","L'Oreal",3855,0.68,1617287695,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",28948682,"http://dummyimage.com/607x687.png/5fa2dd/ffffff",True
"Eastern Cottonwood","Lancome",335,0.64,1603382843,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",54636173,"http://dummyimage.com/507x700.png/dddddd/000000",True
"Hematogen FA","Clarins",2411,0.82,1650616927,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",29550429,"http://dummyimage.com/716x322.png/5fa2dd/ffffff",True
"G9 Whitening","Maybelline New York",4290,0.39,1633501484,"In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.",43942202,"http://dummyimage.com/749x494.png/5fa2dd/ffffff",True
"Rough Marsh Elder","Guerlain",4125,0.18,1634481570,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",23900611,"http://dummyimage.com/376x378.png/cc0000/ffffff",True
"Degree For Women Sexy Intrique","CHANEL",4357,0.26,1624994108,"Quisque porta volutpat erat.",4886790,"http://dummyimage.com/349x366.png/cc0000/ffffff",True
"Metadate CD","Estee Lauder",3793,0.89,1628395647,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",82883033,"http://dummyimage.com/377x403.png/5fa2dd/ffffff",True
"LIP CONDITIONER","Dior",1988,0.98,1624624212,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",24177522,"http://dummyimage.com/731x440.png/cc0000/ffffff",True
"PANTOPRAZOLE SODIUM","L'Oreal",2581,0.24,1646074924,"Nulla tempus.",79179327,"http://dummyimage.com/386x578.png/dddddd/000000",True
"pravastatin sodium","Lancome",4189,0.9,1622970250,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",18596411,"http://dummyimage.com/437x655.png/ff4444/ffffff",True
"Mineral Wear Oh So Radiant Powder","Clarins",3119,0.86,1647418743,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9499585,"http://dummyimage.com/600x485.png/dddddd/000000",True
"misoprostol","Maybelline New York",1963,0.52,1587802749,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",6901083,"http://dummyimage.com/486x443.png/dddddd/000000",True
"Losartan Potassium and Hydrochlorothiazide","Guerlain",2641,0.23,1626002128,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",56958308,"http://dummyimage.com/256x299.png/dddddd/000000",True
"Muscle Ice","CHANEL",725,0.41,1578341664,"Aliquam erat volutpat. In congue.",51952168,"http://dummyimage.com/287x482.png/5fa2dd/ffffff",True
"Purminerals 4-in-1 14-Hour Wear Foundation Broad Spectrum SPF 15 (DEEP)","Estee Lauder",3718,0.63,1629688669,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",86563955,"http://dummyimage.com/361x539.png/cc0000/ffffff",True
"Antiseptic Hand Gel","Dior",3695,0.35,1616669815,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",5484991,"http://dummyimage.com/273x652.png/5fa2dd/ffffff",True
"PLAGENTRA BABY SUNCITY","L'Oreal",1020,0.96,1650203111,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",62908109,"http://dummyimage.com/718x289.png/5fa2dd/ffffff",True
"Solar Sense Zany Zinc SPF 50 - Blue","Lancome",2953,0.25,1627028560,"Ut at dolor quis odio consequat varius. Integer ac leo.",81010990,"http://dummyimage.com/479x528.png/5fa2dd/ffffff",True
"Rheumatism","Clarins",2972,0.61,1626478279,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",51127246,"http://dummyimage.com/335x344.png/dddddd/000000",True
"Lisinopril with Hydrochlorothiazide","Maybelline New York",4636,0.98,1616724102,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",90280416,"http://dummyimage.com/747x649.png/dddddd/000000",True
"BRYONIA ALBA","Guerlain",2387,0.34,1624080054,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",49852319,"http://dummyimage.com/571x612.png/dddddd/000000",True
"Methotrexate","CHANEL",1879,0.86,1627171582,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",19944142,"http://dummyimage.com/270x446.png/5fa2dd/ffffff",True
"Paricalcitol","Estee Lauder",2585,0.01,1585940712,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",79547172,"http://dummyimage.com/441x440.png/dddddd/000000",True
"METOPiRONE","Dior",2608,0.71,1640881705,"Morbi non quam nec dui luctus rutrum.",57918681,"http://dummyimage.com/332x476.png/5fa2dd/ffffff",True
"Rouge Dior 510 Nude Serum","L'Oreal",2769,0.12,1601310319,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",62667857,"http://dummyimage.com/352x712.png/5fa2dd/ffffff",True
"Mickey Sun Smacker SPF 24 Classic Strawberry","Lancome",771,0.86,1624268828,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",21887427,"http://dummyimage.com/486x575.png/5fa2dd/ffffff",True
"MORPHINE SULFATE","Clarins",2255,0.23,1656680416,"Proin at turpis a pede posuere nonummy. Integer non velit.",39610980,"http://dummyimage.com/465x385.png/5fa2dd/ffffff",True
"Hamster Epithelium","Maybelline New York",3510,0.55,1580804260,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",78709207,"http://dummyimage.com/739x326.png/ff4444/ffffff",True
"Dry Eyes","Guerlain",3295,0.47,1602135064,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",25432521,"http://dummyimage.com/312x423.png/cc0000/ffffff",True
"AGRAPHIS NUTANS","CHANEL",2004,0.48,1623178113,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.",51366195,"http://dummyimage.com/715x621.png/cc0000/ffffff",True
"Gemfibrozil","Estee Lauder",2061,0.86,1633258151,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",18037795,"http://dummyimage.com/708x729.png/dddddd/000000",True
"Adenoscan","Dior",3435,0.97,1640184126,"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.",44354605,"http://dummyimage.com/503x413.png/ff4444/ffffff",True
"Smiley Gripper","L'Oreal",3769,0.25,1653669670,"Suspendisse potenti. In eleifend quam a odio.",57771812,"http://dummyimage.com/559x412.png/ff4444/ffffff",True
